primary_accession	country	geo_loc	collection_year	host 	pubmed	comment
KP860141	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP860140	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP860139	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP860138	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP860137	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP892528	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KP892527	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KF620489	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KF620488	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
KF620487	Taiwan	-	-	Melogale moschata subaurantiaca	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN936788	China	-	-	Melogale moschata	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854630	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854629	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854628	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854627	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854626	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854625	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854624	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854623	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854622	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854621	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854620	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854619	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854618	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854617	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854616	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854615	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854614	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854613	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
AY854612	Canada	-	-	Procyon lotor	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MW055132	USA	-	-	Urocyon cinereoargenteus+F195:G328	33158200	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MW055128	USA	-	-	Urocyon cinereoargenteus	33158200	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MW055095	USA	-	-	Urocyon cinereoargenteus	33158200	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MW055083	USA	-	-	Urocyon cinereoargenteus	33158200	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MW055082	USA	-	-	Urocyon cinereoargenteus	33158200	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656531	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656529	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656528	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656524	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656523	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656491	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656476	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656473	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656472	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
JN656471	Ukraine	-	2002	Corsac fox	22661376	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869124	Russia	-	2008	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869115	Russia	-	2011	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869114	Russia	-	2011	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869113	Russia	-	2011	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869109	Russia	-	2008	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG869105	Russia	-	2008	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996465	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996464	Russia	-	2015	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996462	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996461	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996460	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996458	Russia	-	2015	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996457	Russia	-	2015	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996456	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MG996455	Russia	-	2016	red fox	-	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468341	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468340	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468335	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468332	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468330	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ468327	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462436	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462435	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462430	Russia	-	-	-	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462427	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462425	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ462422	Russia	-	-	red fox	17558542	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194900	South Africa	-	1980	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194899	South Africa	-	1991	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194898	South Africa	-	1991	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194887	Namibia	-	-	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194876	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194875	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194874	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194873	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194872	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194871	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194870	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194869	Namibia	-	2003	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194868	Namibia	-	2000	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194867	Namibia	-	2000	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194866	Namibia	-	2000	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194865	Namibia	-	2000	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
DQ194864	Namibia	-	2000	black-backed jackal	16412222	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MK760763	Iran	-	-	golden jackal	31535448	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
MK760744	Iran	-	-	golden jackal	31535448	Curation is part of the VGTK project, Curator: VGTK rabies team, SBOHVM and MRC-University of Glasgow Centre for Virus Research 
